TxHash,BlockNumber,UnixTimestamp,FromAddress,ToAddress,TokenContractAddress,Type,TokenSymbol,TokensTransferred,TransactionFee,Status,ErrCode
0xd536e2015e269599db09d888eed9038bff2e478324657556f9a6fa66cc2b168f,4327349,2024-08-01 15:39:35.000000Z,0x62fbec05df2e25b47cf8f54b4315e0bf61eb9df5,0x7f94d210ab6c4afc6a05a6035862acb298365ab0,0x80e356a9308a3a261992deac6599582aa80ae6e3,IN,CPT,330253945800000012288,3067860000000000,ok,
0xd536e2015e269599db09d888eed9038bff2e478324657556f9a6fa66cc2b168f,4327349,2024-08-01 15:39:35.000000Z,0x62fbec05df2e25b47cf8f54b4315e0bf61eb9df5,0x7f94d210ab6c4afc6a05a6035862acb298365ab0,0x80e356a9308a3a261992deac6599582aa80ae6e3,IN,CPT,330253945800000012288,3067860000000000,ok,
